-4.977168949771689777e-01,-1.000000000000000000e+00,2.473763118440779341e-01,-4.057507987220446699e-01,-5.155279503105590910e-01,6.534883720930237949e-01,3.110888108379317174e-02,-8.516483516483516203e-01,-9.879157842282282331e-02
-4.977168949771689777e-01,-1.000000000000000000e+00,2.473763118440779341e-01,-4.057507987220446699e-01,-5.155279503105590910e-01,6.534883720930237949e-01,3.110888108379317174e-02,-4.560439560439559781e-01,1.334246916656285364e-01
-1.045662100456620225e-01,-1.000000000000000000e+00,7.446276861569223193e-02,-3.322683706070288512e-01,-2.049689440993789358e-01,-1.151162790697671801e-01,-4.666332162568997965e-02,-8.516483516483516203e-01,-1.643204185872679801e-01
2.757990867579906968e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.076677316293906728e-02,-1.000000000000000000e+00,7.651162790697669802e-01,-4.515805318615173647e-02,-9.670329670329670391e-01,-6.957767534570823420e-01
4.863013698630136439e-01,-7.356705620478575236e-01,-1.000000000000000000e+00,6.964856230031948314e-01,-1.000000000000000000e+00,-2.383720930232557933e-01,-1.000000000000000000e+00,-8.516483516483516203e-01,-1.254516008471407984e-01
-2.009132420091324089e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.054313099041532809e-01,-1.000000000000000000e+00,-2.906976744186051675e-02,3.146011038635223578e-01,-9.285714285714286031e-01,-5.283418462688426187e-01
-7.031963470319635423e-01,-5.804117974401780122e-01,6.691654172913543697e-01,-3.258785942492012921e-01,-5.093167701863354768e-01,1.994186046511625676e-01,-1.164074259909683162e-01,-4.560439560439559781e-01,3.574187118475147251e-01
6.849315068493178060e-03,-1.730662214802447529e-01,-1.000000000000000000e+00,2.236421725239634561e-02,-4.720496894409939026e-01,-1.279069767441860517e-01,-4.204716507777220835e-01,-8.516483516483516203e-01,2.482870312694656079e-01
-2.009132420091324089e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.054313099041532809e-01,-1.000000000000000000e+00,-2.906976744186051675e-02,3.146011038635223578e-01,-9.890109890109890500e-01,-7.750093434658029690e-01
9.589041095890404875e-02,-7.885364496382860633e-01,-1.000000000000000000e+00,6.964856230031948314e-01,-1.000000000000000000e+00,-2.383720930232557933e-01,-6.186653286502759030e-01,1.000000000000000000e+00,3.407250529463063948e-01
3.086757990867581292e-01,-4.596549805230940589e-01,-1.000000000000000000e+00,-4.233226837060701797e-01,-2.484472049689442352e-01,-7.029069767441858962e-01,6.643251379829404613e-01,-9.890109890109890500e-01,-3.579170300236700353e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.821086261980831011e-01,-1.000000000000000000e+00,8.837209302325581550e-01,-9.046663321625689758e-01,4.780219780219781001e-01,7.899588887504673806e-01
-4.949771689497717286e-01,-1.000000000000000000e+00,3.498250874562902624e-03,-3.993610223642171109e-01,-3.540372670807454547e-01,1.790697674418602059e-01,5.544405418966380505e-01,-4.560439560439559781e-01,1.314314189610068517e-01
-6.986301369863013866e-01,-7.657206455203116047e-01,6.371814092953524966e-01,-1.000000000000000000e+00,-6.459627329192547673e-01,4.982558139534887243e-01,-6.623181133968880641e-02,-8.516483516483516203e-01,-4.540924380216768697e-01
-4.168949771689498540e-01,-1.000000000000000000e+00,1.814092953523238627e-01,1.725239616613416516e-01,-6.211180124223603105e-01,3.203488372093017400e-01,-1.791269443050675925e-01,-9.890109890109890500e-01,-7.251775258502554111e-01
7.762557077625569235e-01,-8.553144129104062188e-01,2.293853073463270054e-01,2.651757188498402584e-01,-7.577639751552796010e-01,-8.779069767441860517e-01,-4.731560461615654800e-01,-8.516483516483516203e-01,3.850753706241436536e-01
-4.155251141552511740e-01,-1.000000000000000000e+00,1.824087956021989143e-01,1.773162939297123764e-01,-7.142857142857144126e-01,3.279069767441864514e-01,-1.741093828399397081e-01,-6.978021978021977656e-01,-2.722063037249282669e-01
4.748858447488584211e-01,-4.084585420144685175e-01,-1.000000000000000000e+00,-4.936102236421725520e-01,2.484472049689423478e-02,-7.029069767441858962e-01,4.706472654290014823e-01,-6.978021978021977656e-01,5.440388688177402177e-01
3.689497716894976076e-01,-4.730105731775180455e-01,-1.000000000000000000e+00,-5.910543130990414395e-01,-2.919254658385094237e-01,-1.523255813953491300e-01,2.950326141495234200e-01,-9.670329670329670391e-01,2.898965989784478836e-01
-8.264840182648401923e-01,-8.736783528102387564e-02,2.793603198400800292e-01,8.402555910543130224e-01,-6.273291925465839247e-01,-6.046511627906976383e-01,-6.889111891620671724e-01,-8.516483516483516203e-01,-1.802666002242431231e-01
-1.506849315068493622e-01,6.844741235392337586e-02,-1.000000000000000000e+00,1.214057507987220674e-01,-1.000000000000000000e+00,-2.383720930232557933e-01,-3.788258906171603213e-01,-8.516483516483516203e-01,-9.131680578049083952e-02
-2.009132420091324089e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.054313099041532809e-01,-1.000000000000000000e+00,-2.906976744186051675e-02,3.146011038635223578e-01,-1.648351648351642496e-02,-2.525227357667870765e-01
3.146118721461186318e-01,5.175292153589317046e-02,-1.000000000000000000e+00,-6.150159744408945084e-01,3.664596273291924611e-01,-1.645348837209299475e-01,-1.881585549422982728e-01,-5.054945054945054750e-01,1.000000000000000000e+00
8.173515981735159919e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-7.092651757188497275e-01,-7.515527950310558758e-01,-4.069767441860461243e-02,2.995484194681383716e-01,-8.516483516483516203e-01,6.255138906191604065e-01
-7.671232876712328341e-01,-4.323873121869782343e-01,-1.000000000000000000e+00,1.214057507987220674e-01,-1.000000000000000000e+00,-4.941860465116278966e-01,7.516307074761665596e-01,-5.109890109890109500e-01,-4.022673477015072940e-01
-2.004566210045661823e-01,-1.000000000000000000e+00,-2.648675662168908929e-02,-3.801916932907348778e-01,-2.670807453416149668e-01,5.232558139534715380e-03,4.129453085800300904e-01,-8.516483516483516203e-01,1.448860097172046668e-01
8.401826484018264374e-01,-1.000000000000000000e+00,-4.002998500749624933e-01,1.693290734824282051e-01,-1.000000000000000000e+00,3.313953488372092249e-01,-8.193677872553939423e-01,-8.516483516483516203e-01,5.370624143515634330e-01
2.785388127853880569e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.555910543131001411e-02,-1.000000000000000000e+00,4.302325581395347598e-01,-2.724535875564475518e-01,-8.516483516483516203e-01,-1.257007599352184535e-01
-7.123287671232876317e-01,-2.849193099610460855e-01,3.203398300849575886e-01,-1.485623003194889158e-01,-4.968944099378882484e-01,1.906976744186044126e-01,-2.343201204214750977e-01,-8.516483516483516203e-01,9.779494207051220300e-02
-5.767123287671234166e-01,-1.000000000000000000e+00,4.497751124437732173e-03,-2.268370607028755703e-01,-5.341614906832299337e-01,1.453488372093023617e-01,5.444054189663820598e-01,-9.285714285714286031e-01,-4.530958016693658053e-01
1.899543378995434129e-01,5.175292153589317046e-02,-1.000000000000000000e+00,-3.115015974440893398e-01,-2.795031055900621952e-01,-1.645348837209299475e-01,-1.881585549422982728e-01,-5.054945054945054750e-01,9.177775009343467350e-01
-7.552511415525114957e-01,3.550361713967724597e-01,-1.000000000000000000e+00,-6.549520766773142544e-02,-3.354037267080746121e-01,2.848837209302326201e-01,-4.796788760662316076e-01,-8.516483516483516203e-01,-1.271957144636849391e-01
