-1.000000000000000000e+00,-8.682738908910149211e-01
-9.961261886076152594e-01,-8.784640238598238060e-01
-9.923755726305361069e-01,-9.082888032807258094e-01
-9.885017612381513663e-01,-9.470610165278986470e-01
-9.846279498457769508e-01,-9.917981856592522627e-01
-9.808773338686979093e-01,-1.000000000000000000e+00
-9.769989596831547551e-01,-9.756430968062627107e-01
-9.732483437060757137e-01,-9.637131850379028197e-01
-9.693745323137012981e-01,-9.460668572138680732e-01
-9.655007209213165575e-01,-9.122654405368466612e-01
-9.620010585680069948e-01,-8.931278737417668312e-01
-9.581226843824639516e-01,-8.640487138063881467e-01
-9.543720684053952352e-01,-8.531129613520573862e-01
-9.504982570130103836e-01,-8.739903069466883334e-01
-9.467476410359313421e-01,-9.005840685969925818e-01
-9.428738296435466015e-01,-9.450726978998389427e-01
-9.390000182511721860e-01,-9.937865042873120780e-01
-9.352494022740930335e-01,-9.952777432583571615e-01
-9.313710280885499904e-01,-9.681869019510382923e-01
-9.276204121114708379e-01,-9.405989809867034701e-01
-9.237466007190965334e-01,-9.199701752205797778e-01
-9.198727893267117928e-01,-8.951161923698279788e-01
-9.163731269734022300e-01,-8.792096433453456816e-01
-9.124947527878590758e-01,-8.476450851248913398e-01
-9.087441368107903594e-01,-8.312414564433945330e-01
-9.048703254184056188e-01,-8.404374300981727330e-01
-9.011197094413264663e-01,-8.826892009444520237e-01
-8.972458980489417257e-01,-9.284205293898347700e-01
-8.933720866565673102e-01,-9.657015036659625240e-01
-8.896214706794882687e-01,-9.711693798931286814e-01
-8.857430964939452256e-01,-9.425872996147631744e-01
-8.819924805168660731e-01,-9.110227413943088326e-01
-8.781232319176396350e-01,-8.864172983720642884e-01
-8.742585461115818246e-01,-8.662855722629552169e-01
-8.706448139292937149e-01,-8.429228283832485014e-01
-8.667801281232255795e-01,-8.160805269044368870e-01
-8.630386377324734681e-01,-8.086243320492111364e-01
-8.591739519264053326e-01,-8.220454827886176652e-01
-8.554324615356532213e-01,-8.541071206660866277e-01
-8.515677757295954109e-01,-9.065490244811733600e-01
-8.477030899235273864e-01,-9.473095563564060129e-01
-8.439661623259231416e-01,-9.562569901826769581e-01
-8.401014765198654421e-01,-9.222070336771468479e-01
-8.363599861291028947e-01,-8.881570771716167378e-01
-8.324907375298868928e-01,-8.570895986081769058e-01
-8.286169261375020412e-01,-8.449111470113083167e-01
-8.251172637841925894e-01,-8.130980489623466090e-01
-8.212388895986495463e-01,-7.790480924568164989e-01
-8.174882736215807189e-01,-7.621473841183050713e-01
-8.136144622291959783e-01,-7.740772958866664055e-01
-8.098638462521168258e-01,-8.076301727351805626e-01
-8.059900348597320852e-01,-8.615633155213123784e-01
-8.021162234673577807e-01,-8.903939356281851403e-01
-7.983656074902786282e-01,-9.010811482540072026e-01
-7.944872333047355850e-01,-8.702622095190761797e-01
-7.907366173276564325e-01,-8.342239343854848110e-01
-7.868628059352820170e-01,-8.063874735926426229e-01
-7.829889945428972764e-01,-7.961973406238351814e-01
-7.794893321895877136e-01,-7.648813222318880944e-01
-7.756109580040446705e-01,-7.370448614390459063e-01
-7.718603420269759541e-01,-7.308313657263579843e-01
-7.679865306345912135e-01,-7.338138436684482624e-01
-7.642359146575120610e-01,-7.673667205169624195e-01
-7.603621032651273204e-01,-8.135951286193612297e-01
-7.564882918727529049e-01,-8.613147756928051235e-01
-7.527376758956738634e-01,-8.665341120914624717e-01
-7.488593017101307092e-01,-8.324841555859323616e-01
-7.451086857330515567e-01,-8.068845532496586870e-01
-7.412348743406772522e-01,-7.750714552006955360e-01
-7.373610629482925116e-01,-7.618988442897978164e-01
-7.338614005949829489e-01,-7.320740648688958130e-01
-7.299830264094397947e-01,-7.092084006462038293e-01
-7.262324104323711893e-01,-6.945445507642593608e-01
-7.223585990399863377e-01,-6.990182676773948334e-01
-7.186079830629072962e-01,-7.377904809245677820e-01
-7.147341716705224446e-01,-7.787995526283091330e-01
-7.108603602781480291e-01,-8.324841555859323616e-01
-7.071097443010689876e-01,-8.339753945569775562e-01
-7.032313701155259444e-01,-7.984341990804022515e-01
-6.994807541384467919e-01,-7.626444637753195810e-01
-6.956115055392203539e-01,-7.308313657263579843e-01
-6.917468197331626545e-01,-7.221324717285941830e-01
-6.881330875508744338e-01,-6.796321610538091917e-01
-6.842684017448062983e-01,-6.622343730582831434e-01
-6.805269113540541870e-01,-6.448365850627557627e-01
-6.766622255479860515e-01,-6.522927799179815134e-01
-6.729207351572339402e-01,-6.923076923076922906e-01
-6.690560493511761297e-01,-7.410214986951654259e-01
-6.651913635451081053e-01,-7.837703491984593374e-01
-6.614544359475038604e-01,-7.802907915993543275e-01
-6.575897501414461610e-01,-7.534484901205413809e-01
-6.538482597506836136e-01,-7.258605691562078910e-01
-6.499790111514676116e-01,-7.002609668199326620e-01
-6.461051997590828710e-01,-6.694420280850001959e-01
-6.426055374057733083e-01,-6.470734435193241652e-01
-6.387271632202302651e-01,-6.189884428979746112e-01
-6.349765472431614377e-01,-6.090468497576730922e-01
-6.311027358507768081e-01,-6.254504784391698990e-01
-6.273521198736975446e-01,-6.691934882564929410e-01
-6.234783084813129150e-01,-7.203926929290418446e-01
-6.196044970889384995e-01,-7.636386230893501548e-01
-6.158538811118593470e-01,-7.594134460047220481e-01
-6.119755069263163039e-01,-7.221324717285941830e-01
-6.082248909492371514e-01,-6.910649931651544620e-01
-6.043510795568627358e-01,-6.627314527152976531e-01
-6.004772681644781063e-01,-6.413570274636507529e-01
-5.969776058111684325e-01,-6.142661861563318837e-01
-5.930992316256253893e-01,-5.926432210761776176e-01
-5.893486156485566729e-01,-5.784764508512492132e-01
-5.854748042561719323e-01,-5.981110973033423317e-01
-5.817241882790927798e-01,-6.301727351808127375e-01
-5.778503768867080392e-01,-6.860941965950043686e-01
-5.739765654943336237e-01,-7.315769852118798600e-01
-5.702259495172545822e-01,-7.345594631539702490e-01
-5.663475753317115391e-01,-6.997638871629181523e-01
-5.625969593546322756e-01,-6.691934882564929410e-01
-5.587231479622579711e-01,-6.470734435193241652e-01
-5.548493365698732305e-01,-6.187399030694673563e-01
-5.513496742165636677e-01,-6.043245930160303647e-01
-5.474713000310206246e-01,-5.585932645706475075e-01
-5.437206840539519082e-01,-5.382129986330311811e-01
-5.398468726615670565e-01,-5.491487510873619415e-01
-5.360962566844880151e-01,-5.824530881073688438e-01
-5.322224452921031634e-01,-6.222194606685722551e-01
-5.283486338997288589e-01,-6.846029576239591741e-01
-5.245980179226497064e-01,-6.816204796818687850e-01
-5.207196437371066633e-01,-6.527898595749974664e-01
-5.169690277600276218e-01,-6.070585311296132769e-01
-5.130997791608011838e-01,-5.894122033055799736e-01
-5.092350933547433733e-01,-5.695290170249782680e-01
-5.056213611724551527e-01,-5.501429104013925153e-01
-5.017566753663871282e-01,-5.059028209270535204e-01
-4.980151849756349058e-01,-4.967068472722752093e-01
-4.941504991695667703e-01,-5.123648564682488082e-01
-4.904090087788146590e-01,-5.474089722878094921e-01
-4.865443229727569596e-01,-5.998508761028962244e-01
-4.826796371666888241e-01,-6.547781782030572817e-01
-4.789427095690846903e-01,-6.478190630048460408e-01
-4.750780237630268799e-01,-6.073070709581206428e-01
-4.713365333722644435e-01,-5.764881322231880656e-01
-4.674672847730483305e-01,-5.578476450851241886e-01
-4.635934733806635899e-01,-5.324965825773577688e-01
-4.600938110273540271e-01,-4.969553871007824641e-01
-4.562154368418109840e-01,-4.738411830495831145e-01
-4.524648208647422676e-01,-4.594258729961474552e-01
-4.485910094723575270e-01,-4.763265813346588828e-01
-4.448403934952783745e-01,-5.183298123524293644e-01
-4.409665821028936339e-01,-5.650553001118427954e-01
-4.370927707105192184e-01,-6.045731328445389519e-01
-4.333421547334400659e-01,-6.117807878712561154e-01
-4.294637805478970227e-01,-5.759910525661735559e-01
-4.257131645708178702e-01,-5.431837952031812744e-01
-4.218393531784435657e-01,-5.247918478936246522e-01
-4.179655417860588251e-01,-5.086367590406365435e-01
-4.144658794327492624e-01,-4.862681744749590695e-01
-4.105875052472062192e-01,-4.440164036286812221e-01
-4.068368892701373918e-01,-4.276127749471857475e-01
-4.029630778777526512e-01,-4.440164036286812221e-01
-3.992124619006734987e-01,-4.840313160183919994e-01
-3.953386505082887581e-01,-5.347334410339262822e-01
-3.914648391159144536e-01,-5.608301230272145776e-01
-3.877142231388353011e-01,-5.777308313657260053e-01
-3.838358489532922579e-01,-5.406983969181055061e-01
-3.800852329762131054e-01,-5.098794581831744832e-01
-3.762114215838386899e-01,-4.820429973903322951e-01
-3.723376101914539493e-01,-4.706101652789854706e-01
-3.688379478381443866e-01,-4.474959612277861210e-01
-3.649595736526013434e-01,-4.082266683235986626e-01
-3.612089576755326270e-01,-3.868522430719516514e-01
-3.573351462831478864e-01,-4.015160929538961199e-01
-3.535845303060687339e-01,-4.450105629427117959e-01
-3.497107189136839933e-01,-4.800546787622711475e-01
-3.458369075213095778e-01,-5.210637504660124986e-01
-3.420862915442305363e-01,-5.233006089225795687e-01
-3.382079173586873821e-01,-4.872623337889896433e-01
-3.344573013816083407e-01,-4.586802535106255796e-01
-3.305880527823819026e-01,-4.221448987200197012e-01
-3.267233669763240922e-01,-3.898347210140420405e-01
-3.231096347940359825e-01,-3.776562694171734513e-01
-3.192449489879678470e-01,-3.436063129116446735e-01
-3.155034585972157357e-01,-3.279483037156697423e-01
-3.116387727911476002e-01,-3.386355163414931368e-01
-3.078972824003954889e-01,-3.736796321610539318e-01
-3.040325965943376785e-01,-4.221448987200197012e-01
-3.001679107882695430e-01,-4.643966695662975486e-01
-2.964309831906654091e-01,-4.606685721386853949e-01
-2.925662973846077097e-01,-4.310923325462907574e-01
-2.888248069938451623e-01,-3.995277743258363046e-01
-2.849555583946290493e-01,-3.642351186777683658e-01
-2.810817470022443088e-01,-3.565303839940351383e-01
-2.775820846489348570e-01,-3.413694544550762711e-01
-2.737037104633917028e-01,-2.981235242947677389e-01
-2.699530944863229864e-01,-2.919100285820798169e-01
-2.660792830939382458e-01,-3.055797191499936005e-01
-2.623286671168590933e-01,-3.359015782279115570e-01
-2.584548557244743527e-01,-3.913259599850872350e-01
-2.545810443320999372e-01,-4.378029079159933001e-01
-2.508304283550208957e-01,-4.330806511743504617e-01
-2.469520541694777416e-01,-4.007704734683728010e-01
-2.432014381923987001e-01,-3.702000745619490329e-01
