-1.000000000000000000e+00,-1.000000000000000000e+00,2.992126400322163704e-01
-1.000000000000000000e+00,-9.844961240310077244e-01,1.023622580187939501e-01
-1.000000000000000000e+00,-9.689922480620154488e-01,4.724415105503565471e-02
-1.000000000000000000e+00,-9.534883720930232842e-01,2.283465025073843080e-01
-1.000000000000000000e+00,-9.379844961240310086e-01,3.937008233986589723e-01
-1.000000000000000000e+00,-9.224806201550387330e-01,4.094488539597327392e-01
-1.000000000000000000e+00,-9.069767441860465684e-01,4.330708998013437228e-01
-1.000000000000000000e+00,-8.914728682170542928e-01,5.039370373261757852e-01
-1.000000000000000000e+00,-8.759689922480620172e-01,5.354330984483233191e-01
-1.000000000000000000e+00,-8.604651162790697416e-01,5.118110526067123356e-01
-1.000000000000000000e+00,-8.449612403100774660e-01,4.566929456429542622e-01
-1.000000000000000000e+00,-8.294573643410853014e-01,4.094488539597327392e-01
-1.000000000000000000e+00,-8.139534883720930258e-01,4.724409762040280292e-01
-1.000000000000000000e+00,-7.984496124031007502e-01,5.669291595704708531e-01
-1.000000000000000000e+00,-7.829457364341085857e-01,5.826771901315448421e-01
-1.000000000000000000e+00,-7.674418604651163101e-01,5.354330984483233191e-01
-1.000000000000000000e+00,-7.519379844961240345e-01,6.220472665342289265e-01
-1.000000000000000000e+00,-7.364341085271317588e-01,5.590551442899338586e-01
-1.000000000000000000e+00,-7.209302325581394832e-01,5.354330984483233191e-01
-1.000000000000000000e+00,-7.054263565891473187e-01,5.590551442899338586e-01
-1.000000000000000000e+00,-6.899224806201550431e-01,5.590551442899338586e-01
-1.000000000000000000e+00,-6.744186046511627675e-01,4.803149914845650237e-01
-1.000000000000000000e+00,-6.589147286821706029e-01,4.015748386791961888e-01
-1.000000000000000000e+00,-6.434108527131783273e-01,3.622047622765116603e-01
-1.000000000000000000e+00,-6.279069767441860517e-01,1.732283955436260126e-01
-1.000000000000000000e+00,-6.124031007751937761e-01,-1.574803102856836556e-02
-1.000000000000000000e+00,-5.968992248062015005e-01,-1.574803060782324904e-01
-1.000000000000000000e+00,-5.813953488372093359e-01,-9.448818383393720044e-02
-1.000000000000000000e+00,-5.658914728682170603e-01,7.086619689664641619e-02
-1.000000000000000000e+00,-5.503875968992247847e-01,1.732283955436260126e-01
-1.000000000000000000e+00,-5.348837209302326201e-01,1.889764261046997795e-01
-1.000000000000000000e+00,-5.193798449612403445e-01,1.732283955436260126e-01
-9.844961240310077244e-01,-1.000000000000000000e+00,1.732283955436260126e-01
-9.844961240310077244e-01,-9.844961240310077244e-01,1.574808993288812076e-02
-9.844961240310077244e-01,-9.689922480620154488e-01,5.937181435378136030e-08
-9.844961240310077244e-01,-9.534883720930232842e-01,1.968504413852367740e-01
-9.844961240310077244e-01,-9.379844961240310086e-01,3.700787775570482108e-01
-9.844961240310077244e-01,-9.224806201550387330e-01,4.094488539597327392e-01
-9.844961240310077244e-01,-9.069767441860465684e-01,4.330708998013437228e-01
-9.844961240310077244e-01,-8.914728682170542928e-01,5.039370373261757852e-01
-9.844961240310077244e-01,-8.759689922480620172e-01,5.354330984483233191e-01
-9.844961240310077244e-01,-8.604651162790697416e-01,5.196850678872495521e-01
-9.844961240310077244e-01,-8.449612403100774660e-01,4.724409762040280292e-01
-9.844961240310077244e-01,-8.294573643410853014e-01,4.409449150818804952e-01
-9.844961240310077244e-01,-8.139534883720930258e-01,5.039370373261757852e-01
-9.844961240310077244e-01,-7.984496124031007502e-01,6.062992359731553815e-01
-9.844961240310077244e-01,-7.829457364341085857e-01,6.220472665342289265e-01
-9.844961240310077244e-01,-7.674418604651163101e-01,5.669291595704708531e-01
-9.844961240310077244e-01,-7.519379844961240345e-01,6.062992359731553815e-01
-9.844961240310077244e-01,-7.364341085271317588e-01,6.062992359731553815e-01
-9.844961240310077244e-01,-7.209302325581394832e-01,5.511811290093970861e-01
-9.844961240310077244e-01,-7.054263565891473187e-01,4.645669609234912567e-01
-9.844961240310077244e-01,-6.899224806201550431e-01,4.173228692402699558e-01
-9.844961240310077244e-01,-6.744186046511627675e-01,3.779527928375854273e-01
-9.844961240310077244e-01,-6.589147286821706029e-01,2.283465025073843080e-01
-9.844961240310077244e-01,-6.434108527131783273e-01,5.511816633557264922e-02
-9.844961240310077244e-01,-6.279069767441860517e-01,-1.811023519198431408e-01
-9.844961240310077244e-01,-6.124031007751937761e-01,-1.732283366393061463e-01
-9.844961240310077244e-01,-5.968992248062015005e-01,1.023622580187939501e-01
-9.844961240310077244e-01,-5.813953488372093359e-01,4.881890067651020182e-01
-9.844961240310077244e-01,-5.658914728682170603e-01,4.960630220456387907e-01
-9.844961240310077244e-01,-5.503875968992247847e-01,1.889764261046997795e-01
-9.844961240310077244e-01,-5.348837209302326201e-01,9.448824273825717768e-02
-9.844961240310077244e-01,-5.193798449612403445e-01,2.598425636295318419e-01
-9.689922480620154488e-01,-1.000000000000000000e+00,6.299218161610942168e-02
-9.689922480620154488e-01,-9.844961240310077244e-01,-3.149606158964213254e-02
-9.689922480620154488e-01,-9.689922480620154488e-01,7.874074652351126247e-03
-9.689922480620154488e-01,-9.534883720930232842e-01,2.204724872268473135e-01
-9.689922480620154488e-01,-9.379844961240310086e-01,3.937008233986589723e-01
-9.689922480620154488e-01,-9.224806201550387330e-01,4.330708998013437228e-01
-9.689922480620154488e-01,-9.069767441860465684e-01,4.645669609234912567e-01
-9.689922480620154488e-01,-8.914728682170542928e-01,5.275590831677865467e-01
-9.689922480620154488e-01,-8.759689922480620172e-01,4.960630220456387907e-01
-9.689922480620154488e-01,-8.604651162790697416e-01,4.960630220456387907e-01
-9.689922480620154488e-01,-8.449612403100774660e-01,4.645669609234912567e-01
-9.689922480620154488e-01,-8.294573643410853014e-01,4.488189303624172677e-01
-9.689922480620154488e-01,-8.139534883720930258e-01,5.196850678872495521e-01
